company_name,high,low,last_price,prev_close,change,percent_gain
HCL Tech,"1,330.00","1,280.00","1,327.40","1,288.10",39.3,3.05
HDFC,"2,729.00","2,664.00","2,706.00","2,659.65",46.35,1.74
Divis Labs,"4,538.75","4,434.25","4,525.05","4,465.80",59.25,1.33
NTPC,134.00,131.00,133.45,131.85,1.6,1.21
Sun Pharma,841.50,828.30,836.55,826.70,9.85,1.19
Reliance,"2,473.95","2,435.00","2,465.90","2,438.00",27.9,1.14
Tech Mahindra,"1,741.00","1,705.00","1,735.50","1,716.00",19.5,1.14
ONGC,160.25,157.60,159.95,158.35,1.6,1.01
Infosys,"1,866.15","1,851.15","1,860.95","1,850.75",10.2,0.55
Cipla,921.75,913.00,920.95,916.20,4.75,0.52
Dr Reddys Labs,"4,739.90","4,697.00","4,723.45","4,699.05",24.4,0.52
Larsen,"1,964.80","1,937.65","1,963.00","1,953.10",9.9,0.51
SBI Life Insura,"1,239.95","1,229.85","1,235.00","1,229.10",5.9,0.48
Grasim,"1,871.00","1,821.00","1,846.00","1,838.85",7.15,0.39
Power Grid Corp,205.80,203.65,204.55,204.00,0.55,0.27
TCS,"3,902.40","3,856.00","3,885.70","3,879.85",5.85,0.15
UltraTechCement,"7,679.40","7,561.20","7,595.20","7,585.15",10.05,0.13
TATA Cons. Prod,743.60,730.75,732.75,731.90,0.85,0.12
Tata Motors,507.90,501.40,504.20,503.70,0.5,0.1
Axis Bank,745.40,737.30,742.85,742.80,0.05,0.01
